itemId,pop
201,335
1574,180
2938,17
3632,1
480,330
732,621
733,1184
305,937
2323,119
530,357
1927,150
2837,54
2802,115
820,99
3068,27
3285,5
2036,281
31,292
2903,2
2711,34
751,214
2059,114
2564,18
761,143
1675,282
1481,184
763,243
2614,43
1502,132
2030,247
3641,0
1558,352
1559,147
3458,2
1372,89
3605,3
1138,183
3379,1
1210,620
2412,41
3499,2
440,158
2542,69
2936,7
3500,1
2002,58
3337,25
1387,295
3502,0
2924,17
2937,22
3252,18
2032,50
2275,89
3463,2
3663,0
1572,60
3257,5
3629,2
2703,49
3648,2
3630,0
2057,197
3056,26
3058,23
2706,39
3606,2
1221,208
1516,216
2801,4
479,315
731,459
1415,128
304,241
483,258
1738,196
484,411
537,793
746,315
89,772
90,744
91,407
1225,240
487,286
337,342
918,292
2674,120
1431,467
760,341
497,222
347,106
348,347
1169,133
858,333
548,133
1590,232
2565,127
1162,400
1439,305
2566,62
3027,34
3559,1
1805,1
2735,33
2217,6
3541,12
1746,29
1935,287
1521,87
1323,89
3573,3
3042,36
3674,1
3209,1
2527,5
3127,2
3467,2
3562,1
570,143
3591,1
516,422
2240,115
993,383
522,416
2591,39
3493,4
2415,44
3468,1
3281,19
1922,196
1403,200
705,18
3029,50
2458,19
3531,0
3213,15
3216,3
3677,1
2058,199
2091,343
2995,32
3315,21
1640,33
3533,1
3492,2
3695,1
2239,133
1159,105
1929,131
2349,89
2018,224
2680,20
2095,72
1430,25
3341,10
121,313
2996,10
3670,2
3665,1
1288,21
2981,27
1587,53
1518,122
1933,160
2906,32
2997,14
2989,18
2998,2
773,147
1519,18
2038,99
2970,9
3574,2
3572,2
860,553
1171,215
2324,74
552,319
553,366
1331,430
1298,769
829,527
565,711
1445,111
1608,170
1468,181
2946,33
3160,45
1469,60
2528,28
3011,43
3619,1
3114,11
953,46
3643,1
3563,1
3256,2
2714,68
3469,2
3621,1
3697,1
2250,189
2551,103
292,543
1593,124
604,219
2422,27
1881,26
2739,68
2510,111
1949,37
2552,145
2511,40
798,516
1050,236
1051,235
1052,69
2192,20
2673,78
3338,12
2367,27
1835,148
1479,99
1704,74
3246,3
3,910
340,304
3152,8
1706,126
3651,1
2037,30
2609,16
2479,33
859,45
156,963
3471,6
1233,152
175,829
1319,150
1320,50
1297,522
436,55
1322,151
2881,50
3132,46
1520,202
2098,160
2545,60
2546,49
2547,34
2548,27
1237,390
1749,88
1938,11
568,376
569,170
1028,133
1336,336
3210,29
3612,3
2170,150
3043,95
3023,29
589,52
792,769
2746,25
1181,558
158,258
526,237
2281,62
2282,25
2716,46
956,98
3567,1
2808,38
3671,1
884,236
1497,212
3247,7
1947,16
2423,13
616,151
1619,187
63,304
1447,194
2610,73
96,1005
3595,3
1622,17
1255,9
2688,103
325,476
1848,186
1955,186
842,367
1660,108
499,977
3371,2
1854,115
544,210
3600,2
3432,6
2948,52
2973,18
656,505
3002,13
2380,42
3393,9
3510,2
845,221
3312,6
2887,42
2429,61
1557,215
374,608
443,121
391,185
1329,58
951,95
1529,488
1234,250
1330,120
1236,281
394,243
1880,59
519,596
2060,42
1613,308
267,296
270,43
2279,131
933,169
3489,2
2100,39
1693,143
2661,25
1247,133
3561,0
3323,6
399,353
601,249
1042,572
214,907
471,224
2101,118
3700,1
3018,20
2810,13
3607,5
178,351
885,432
405,349
2351,26
2400,123
2520,28
1763,21
3447,2
1348,578
2920,63
2041,307
1546,151
2719,50
1462,197
1623,177
1961,112
1262,290
198,693
1888,57
1487,79
1712,649
1263,220
1964,81
2721,25
2908,19
2916,10
2061,85
429,200
892,214
1627,26
2724,14
2984,23
3305,8
1971,86
2958,52
2975,19
3365,13
3279,2
980,199
2927,48
68,1365
2498,46
2326,20
2598,11
1389,90
2557,17
2940,19
1567,22
3232,41
1397,57
695,452
2664,5
697,228
992,134
3548,4
1148,41
1597,23
2599,125
1571,72
402,89
3491,2
2103,34
3636,2
403,85
1946,33
2220,114
3704,1
614,606
3625,3
410,24
3218,11
1729,24
2108,63
1346,365
1846,222
1882,105
1887,286
1254,246
190,59
1960,34
3508,3
2885,60
541,923
349,546
2574,11
3097,25
2521,69
1698,72
652,193
3634,2
3215,23
1068,264
1268,123
1069,360
3405,6
3110,16
975,467
1071,344
1504,8
3511,7
3433,10
1699,74
3459,9
3019,11
899,130
3286,1
3172,7
1634,214
3003,2
3558,3
2855,104
99,344
2044,33
3693,1
3439,5
833,44
2381,29
1214,110
1215,59
991,65
2022,44
2023,38
3030,19
3560,3
2953,26
700,242
3020,53
3087,17
203,773
2004,108
2675,23
2676,32
721,181
1318,140
1820,30
169,68
2522,50
2729,32
1578,215
407,139
1456,439
1418,248
409,379
1419,301
3518,1
742,233
1422,96
1428,84
3136,29
2979,37
1580,134
2010,42
2892,37
1006,48
1674,459
1101,501
112,584
973,183
663,331
211,736
664,725
666,522
1067,275
1662,328
1306,161
1269,186
2651,92
2212,129
2767,26
1596,263
978,55
2939,56
2740,60
2909,49
387,407
2575,38
2500,27
2451,63
3141,12
3477,1
685,182
2115,147
1636,83
1473,66
1565,103
253,105
2116,145
1453,312
2725,29
2950,49
1568,200
2941,35
135,347
2312,32
3199,38
2118,58
3125,31
1280,391
1281,163
2047,174
2062,48
293,285
853,381
2490,48
1986,108
3545,2
2601,16
531,931
1157,377
406,857
2328,149
533,719
2453,15
3390,14
1720,91
3222,23
1579,220
2832,20
3631,2
1285,506
1991,171
2957,35
2436,142
2176,72
2177,56
1477,136
1290,235
1742,107
3391,2
924,118
1170,46
3223,16
2287,19
2991,6
3540,4
3623,1
1725,37
3031,23
2658,34
2214,165
2064,117
837,427
380,129
1525,41
1652,171
2065,110
3131,39
2320,309
2403,47
237,1046
2006,84
2445,46
2792,9
2007,23
872,330
241,78
3339,0
2524,131
1716,198
3273,7
2890,31
3186,24
2384,36
1718,69
2045,28
138,574
2783,56
2046,257
710,192
2513,51
1789,158
2048,27
3105,12
3588,4
2489,174
2009,27
1524,173
2452,48
2602,49
2285,77
2241,133
532,278
999,332
3515,2
2930,21
1643,135
3135,14
2977,37
2532,116
1227,125
1476,257
2298,67
2978,28
2775,36
2393,75
2127,213
3637,1
2394,23
1585,293
3280,20
1437,103
3389,15
3224,15
2437,32
3340,11
2918,26
1650,140
2533,10
2932,14
2534,26
2454,38
2584,45
2243,63
2586,10
1879,169
3237,16
949,491
1678,100
2444,102
3241,5
2791,7
182,482
561,316
2301,36
1610,205
2321,68
1753,209
1754,19
3200,3
3523,3
1026,129
3219,6
952,100
3309,11
3610,1
2056,160
2348,12
2499,25
2695,15
2778,30
3494,4
3473,1
1040,91
3585,1
3242,5
3157,6
173,396
3047,16
2271,61
1187,122
831,698
2211,35
3243,2
3180,24
2316,76
2822,14
2582,37
3482,1
3480,5
2583,29
2063,61
2788,44
2051,153
1105,473
3128,28
2340,22
2242,48
2329,94
545,293
1229,195
1993,115
1994,64
1293,46
2396,40
2666,34
2026,69
2667,19
2341,85
1875,115
1015,250
780,140
2131,102
1110,156
2963,18
948,151
2296,10
2401,19
1527,20
2318,80
1709,75
2339,21
1806,21
3204,8
2358,16
2359,21
1484,65
3239,6
2852,30
2210,63
2857,36
517,610
1485,213
2587,40
2693,29
1244,261
