itemId,title,genres,pop
3151,"Hour of the Pig, The (1993)",Drama|Mystery,2
3495,"Scorta, La (1993)",Thriller,0
1896,Princess Caraboo (1994),Drama,36
245,"Celluloid Closet, The (1995)",Documentary,106
3589,Metisse (Café au Lait) (1993),Comedy,2
2246,Dear Diary (Caro Diario) (1994),Comedy|Drama,20
3657,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1
1165,"Brady Bunch Movie, The (1995)",Comedy,287
566,Home Alone (1990),Children's|Comedy,450
567,Ghost (1990),Comedy|Romance|Thriller,813
33,Aladdin (1992),Animation|Children's|Comedy|Musical,941
97,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1848
123,Dances with Wolves (1990),Adventure|Drama|Western,995
3692,Tough and Deadly (1995),Action|Drama|Thriller,2
587,Batman (1989),Action|Adventure|Crime|Drama,1000
128,"Silence of the Lambs, The (1991)",Drama|Thriller,1782
8,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,520
10,Beauty and the Beast (1991),Animation|Children's|Musical,736
588,Pinocchio (1940),Animation|Children's,341
396,Pretty Woman (1990),Comedy|Romance,744
3394,Window to Paris (1994),Comedy,8
1824,"Wild Bunch, The (1969)",Western,185
3008,Love and a .45 (1994),Thriller,17
3514,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,1
2631,"Great Day in Harlem, A (1994)",Documentary,30
2434,"Bye Bye, Love (1995)",Comedy,38
1408,One Fine Day (1996),Drama|Romance,151
2391,Candyman: Farewell to the Flesh (1995),Horror,57
3659,Century (1993),Drama,2
51,Fargo (1996),Crime|Drama|Thriller,1760
1409,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,51
1000,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,413
1989,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,143
1420,"Pallbearer, The (1996)",Comedy,61
2771,Jane Eyre (1996),Drama|Romance,61
3267,Loaded (1994),Drama|Thriller,5
2050,Bread and Chocolate (Pane e cioccolata) (1973),Drama,42
1093,"Aristocats, The (1970)",Animation|Children's,200
1990,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,15
3423,Two Much (1996),Comedy|Romance,9
2960,Ed (1996),Comedy,27
2773,My Favorite Season (1993),Drama,27
3520,"Modern Affair, A (1995)",Romance,2
3687,Condition Red (1995),Action|Drama|Thriller,1
3123,"Thin Line Between Love and Hate, A (1996)",Comedy,14
2492,"Last Supper, The (1995)",Drama|Thriller,85
917,Primal Fear (1996),Drama|Thriller,334
2129,Carried Away (1996),Drama|Romance,5
2206,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,55
2824,Land and Freedom (Tierra y libertad) (1995),War,10
1800,Denise Calls Up (1995),Comedy,15
2207,Theodore Rex (1995),Comedy,2
2825,"Family Thing, A (1996)",Comedy|Drama,50
2146,Sgt. Bilko (1996),Comedy,93
2605,Jack and Sarah (1995),Romance,12
2621,Girl 6 (1996),Comedy,50
2132,Diabolique (1996),Drama|Thriller,46
3435,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1
3590,Roula (1995),Drama,1
3470,Peanuts - Die Bank zahlt alles (1996),Comedy,2
3521,Happy Weekend (1996),Comedy,1
2469,Nelly & Monsieur Arnaud (1995),Drama,14
56,Courage Under Fire (1996),Drama|War,313
58,Mission: Impossible (1996),Action|Adventure|Mystery,1030
2471,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,12
442,Moll Flanders (1996),Drama,69
3522,"Superweib, Das (1996)",Comedy,0
2985,"301, 302 (1995)",Mystery,6
187,Dragonheart (1996),Action|Adventure|Fantasy,445
3599,Mutters Courage (1995),Comedy,0
2993,Eddie (1996),Comedy,27
3584,Yankee Zulu (1994),Comedy|Drama,0
3154,Billy's Holiday (1995),Drama,1
1238,Purple Noon (1960),Crime|Thriller,16
3524,August (1996),Drama,1
1,James and the Giant Peach (1996),Animation|Children's|Musical,364
2899,Fear (1996),Thriller,94
791,Kids in the Hall: Brain Candy (1996),Comedy,182
2070,Faithful (1996),Comedy,6
2472,Underground (1995),War,24
3485,All Things Fair (1996),Drama,2
2290,Bloodsport 2 (1995),Action,32
2473,Pather Panchali (1955),Drama,36
2691,Aparajito (1956),Drama,18
2626,"World of Apu, The (Apur Sansar) (1959)",Drama,42
599,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,332
3407,Tarantella (1995),Drama,1
1341,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,409
1248,Barbarella (1968),Adventure|Sci-Fi,253
1182,Some Folks Call It a Sling Blade (1993),Drama|Thriller,211
3618,"Run of the Country, The (1995)",Drama,0
2696,Alphaville (1965),Sci-Fi,42
3024,Clean Slate (Coup de Torchon) (1981),Crime,9
3408,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,2
3555,Windows (1980),Drama,0
2751,It's My Party (1995),Drama,25
2407,Country Life (1994),Drama|Romance,3
1317,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,142
3556,"Promise, The (Versprechen, Das) (1994)",Romance,1
1681,Mrs. Winterbourne (1996),Comedy|Romance,87
2164,Solo (1996),Action|Sci-Fi|Thriller,69
1350,"Substitute, The (1996)",Action,91
2014,True Crime (1995),Mystery|Thriller,87
3488,Butterfly Kiss (1995),Thriller,3
1765,Feeling Minnesota (1996),Drama|Romance,65
3409,Delta of Venus (1994),Drama,5
2204,Angus (1995),Comedy,109
3660,Daens (1992),Drama,1
3355,Faces (1968),Drama,20
3427,Boys (1996),Drama,6
2178,"Quest, The (1996)",Action|Adventure,30
3118,Cosi (1996),Comedy,25
3568,Sunset Park (1996),Drama,1
1009,Mulholland Falls (1996),Crime|Film-Noir|Thriller,187
828,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,473
2208,Oliver & Company (1988),Animation|Children's,92
2848,Celtic Pride (1996),Comedy,31
2209,Flipper (1996),Adventure|Children's,45
3451,Captives (1994),Drama,2
384,Dead Man (1995),Western,102
2443,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,32
3174,Switchblade Sisters (1975),Crime,20
2790,Mouth to Mouth (Boca a boca) (1995),Comedy,1
1893,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,24
1321,Multiplicity (1996),Comedy,164
21,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,310
3046,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,18
1328,"Craft, The (1996)",Drama|Horror,265
2793,"Great White Hype, The (1996)",Comedy,72
3037,Last Dance (1996),Drama,8
247,Cold Comfort Farm (1995),Comedy,142
3396,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,3
3397,"Low Life, The (1994)",Drama,1
3183,Heaven's Prisoners (1996),Mystery|Thriller,24
3592,Original Gangstas (1996),Crime,4
195,"Rock, The (1996)",Action|Adventure|Thriller,926
3297,Getting Away With Murder (1996),Comedy,2
1898,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,73
126,Twister (1996),Action|Adventure|Romance|Thriller,786
1029,Barb Wire (1996),Action|Sci-Fi,228
468,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,232
2402,Thinner (1996),Horror|Thriller,120
598,Spy Hard (1996),Comedy,77
3356,Brothers in Trouble (1995),Drama,3
29,"Close Shave, A (1995)",Animation|Comedy|Thriller,470
3112,Force of Evil (1948),Film-Noir,20
2789,"Stupids, The (1996)",Comedy,45
879,"Arrival, The (1996)",Action|Sci-Fi|Thriller,293
3587,"Man from Down Under, The (1943)",Drama,4
611,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,938
2922,Careful (1992),Comedy,8
1759,"Month by the Lake, A (1995)",Comedy|Drama,19
2244,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,8
2986,Kim (1950),Children's|Drama,5
3331,Carmen Miranda: Bananas Is My Business (1994),Documentary,2
3613,Ashes of Time (1994),Drama,2
3398,"Jar, The (Khomreh) (1992)",Drama,1
2585,Maya Lin: A Strong Clear Vision (1994),Documentary,47
2536,Stalingrad (1993),War,25
2779,"Phantom, The (1996)",Adventure,90
888,Striptease (1996),Comedy|Crime,202
3662,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,0
802,Heavy (1995),Drama|Romance,51
634,Jack (1996),Comedy|Drama,114
1908,I Shot Andy Warhol (1996),Drama,72
2797,"Grass Harp, The (1995)",Drama,15
3443,Marlene Dietrich: Shadow and Light (1996),Documentary,9
1197,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,15
2798,Wend Kuuni (God's Gift) (1982),Drama,1
3553,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,5
2786,Babyfever (1994),Comedy|Drama,1
542,Trainspotting (1996),Drama,526
1684,'Til There Was You (1997),Drama|Romance,41
160,Independence Day (ID4) (1996),Action|Sci-Fi|War,1212
2475,Stealing Beauty (1996),Drama,77
2082,"Fan, The (1996)",Thriller,105
35,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,284
668,"Cable Guy, The (1996)",Comedy,256
1135,Kingpin (1996),Comedy,537
1202,Eraser (1996),Action|Thriller,317
2562,"Gate of Heavenly Peace, The (1995)",Documentary,2
808,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,686
3497,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,2
3601,An Unforgettable Summer (1994),Drama,1
3624,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,0
3336,"Hungarian Fairy Tale, A (1987)",Fantasy,1
2505,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,7
3498,"Very Natural Thing, A (1974)",Drama,3
1207,Daylight (1996),Action|Adventure|Thriller,140
1208,"Frighteners, The (1996)",Comedy|Horror,221
258,Lone Star (1996),Drama|Mystery,438
2182,Harriet the Spy (1996),Children's|Comedy,87
581,Phenomenon (1996),Drama|Romance,311
1611,Walking and Talking (1996),Romance,35
1335,She's the One (1996),Comedy|Romance,165
518,"Time to Kill, A (1996)",Drama,244
2068,American Buffalo (1996),Drama,45
3098,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,11
2538,Alaska (1996),Adventure|Children's,24
2634,Fled (1996),Action|Adventure,76
2270,Kazaam (1996),Children's|Comedy|Fantasy,76
2921,"Bewegte Mann, Der (1994)",Comedy,6
830,Larger Than Life (1996),Comedy,35
3353,"Boy Called Hate, A (1995)",Drama,1
3549,Power 98 (1995),Action|Mystery|Thriller,4
1180,"Very Brady Sequel, A (1996)",Comedy,128
3664,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,3
3343,"Crude Oasis, The (1995)",Romance,1
3474,"Collectionneuse, La (1967)",Drama,4
1616,Kaspar Hauser (1993),Drama,24
2248,Diebinnen (1995),Drama,1
3656,"Convent, The (Convento, O) (1995)",Drama,2
3121,"Adventures of Pinocchio, The (1996)",Adventure|Children's,34
1827,Joe's Apartment (1996),Comedy|Musical,84
627,"First Wives Club, The (1996)",Comedy,207
2668,Stonewall (1995),Drama,15
887,Ransom (1996),Drama|Thriller,409
1193,High School High (1996),Comedy,54
2987,Phat Beach (1996),Comedy,3
1828,Foxfire (1996),Drama,72
1829,Chain Reaction (1996),Action|Adventure|Thriller,162
1594,Matilda (1996),Children's|Comedy,153
412,Emma (1996),Comedy|Drama|Romance,344
1055,"Crow: City of Angels, The (1996)",Action|Thriller,102
3012,House Arrest (1996),Comedy,37
2968,Eyes Without a Face (1959),Horror,14
1134,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,106
3669,Lotto Land (1995),Drama,1
2935,"Story of Xinghua, The (1993)",Drama,6
1464,Flirt (1995),Drama,29
1807,"Big Squeeze, The (1996)",Comedy|Drama,5
2080,"Spitfire Grill, The (1996)",Drama,108
1198,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,350
3264,Cyclo (1995),Crime|Drama,20
2322,Basquiat (1996),Drama,88
1365,Tin Cup (1996),Comedy|Romance,438
3481,Dingo (1992),Drama,2
2700,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,7
669,"Godfather, The (1972)",Action|Crime|Drama,1582
3527,"Hippie Revolution, The (1996)",Documentary,1
227,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,7
430,Supercop (1992),Action|Thriller,184
3411,Manny & Lo (1996),Drama,19
1632,Celestial Clockwork (1994),Comedy,8
3465,"Wife, The (1995)",Comedy|Drama,9
3013,Small Faces (1995),Drama,1
229,Bound (1996),Crime|Drama|Romance|Thriller,376
3014,Carpool (1996),Comedy|Crime,18
3650,Death in Brunswick (1991),Comedy,1
2179,Kansas City (1996),Crime,34
2543,Gone Fishin' (1997),Comedy,34
3620,Aiqing wansui (1994),Drama,1
3581,Killer: A Journal of Murder (1995),Crime|Drama,5
2414,Nothing to Lose (1994),Drama,30
2678,Police Story 4: Project S (Chao ji ji hua) (1993),Action,14
2902,Girls Town (1996),Drama,18
3653,Bye-Bye (1995),Drama,1
1142,"Relic, The (1997)",Horror,165
1717,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,237
3096,First Kid (1996),Children's|Comedy,50
2988,"Trigger Effect, The (1996)",Drama|Thriller,40
3542,Sweet Nothing (1995),Drama,1
2189,Bogus (1996),Children's|Drama|Fantasy,31
1889,Bulletproof (1996),Action,66
3450,Talk of Angels (1998),Drama,0
3220,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,35
3615,1-900 (1994),Romance,2
1736,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,126
2398,Twelfth Night (1996),Comedy|Drama|Romance,100
1924,Mother Night (1996),Drama,52
3413,Venice/Venice (1992),Drama,2
295,Wild Reeds (1994),Drama,38
1701,For Whom the Bell Tolls (1943),Adventure|War,67
723,"Philadelphia Story, The (1940)",Comedy|Romance,374
726,Singin' in the Rain (1952),Musical|Romance,525
1761,"American in Paris, An (1951)",Musical|Romance,247
1460,Funny Face (1957),Comedy|Musical,132
82,Breakfast at Tiffany's (1961),Drama|Romance,464
1253,Vertigo (1958),Mystery|Thriller,632
629,Rear Window (1954),Mystery|Thriller,707
1448,It Happened One Night (1934),Comedy,257
1461,Gaslight (1944),Mystery|Thriller,134
1544,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,80
321,North by Northwest (1959),Drama|Thriller,936
1764,"Apartment, The (1960)",Comedy|Drama,269
1195,Some Like It Hot (1959),Comedy|Crime,577
1260,Charade (1963),Comedy|Mystery|Romance|Thriller,211
420,Casablanca (1942),Drama|Romance|War,1155
338,"Maltese Falcon, The (1941)",Film-Noir|Mystery,707
2,My Fair Lady (1964),Musical|Romance,442
645,Sabrina (1954),Comedy|Romance,255
648,Roman Holiday (1953),Comedy|Romance,301
2862,"Little Princess, The (1939)",Children's|Drama,63
649,Meet Me in St. Louis (1944),Musical,135
9,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1176
153,Gone with the Wind (1939),Drama|Romance|War,825
1501,My Favorite Year (1982),Comedy,212
1449,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,317
661,Citizen Kane (1941),Drama,794
662,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,1180
3319,Golden Earrings (1947),Adventure|Romance,6
665,All About Eve (1950),Drama,270
1556,"Women, The (1939)",Comedy,59
1465,Rebecca (1940),Romance|Thriller,257
2083,Foreign Correspondent (1940),Thriller,63
1451,Notorious (1946),Film-Noir|Romance|Thriller,325
1561,Spellbound (1945),Mystery|Romance|Thriller,147
679,"Affair to Remember, An (1957)",Romance,127
1503,To Catch a Thief (1955),Comedy|Romance|Thriller,302
832,Father of the Bride (1950),Comedy,205
2526,"Band Wagon, The (1953)",Comedy|Musical,44
2305,Ninotchka (1939),Comedy|Romance,80
1778,Love in the Afternoon (1957),Comedy|Romance,34
11,Gigi (1958),Musical,145
3084,"Reluctant Debutante, The (1958)",Comedy|Drama,6
1080,"Adventures of Robin Hood, The (1938)",Action|Adventure,259
2238,"Mark of Zorro, The (1940)",Adventure,68
985,Laura (1944),Crime|Film-Noir|Mystery,199
684,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,109
2306,Lost Horizon (1937),Drama,66
1635,Top Hat (1935),Comedy|Musical|Romance,180
1506,To Be or Not to Be (1942),Comedy|Drama|War,114
1452,My Man Godfrey (1936),Comedy,111
1637,Giant (1956),Drama,101
1564,East of Eden (1955),Drama,153
1921,"Thin Man, The (1934)",Mystery,205
1278,His Girl Friday (1940),Comedy,288
851,Around the World in 80 Days (1956),Adventure|Comedy,178
693,It's a Wonderful Life (1946),Drama,479
694,Mr. Smith Goes to Washington (1939),Drama,266
1454,Bringing Up Baby (1938),Comedy,297
2087,Penny Serenade (1941),Drama|Romance,26
1510,"Scarlet Letter, The (1926)",Drama,22
2925,Lady of Burlesque (1943),Comedy|Mystery,9
2034,Of Human Bondage (1934),Drama,35
2090,Angel on My Shoulder (1946),Crime|Drama,16
1514,Little Lord Fauntleroy (1936),Drama,19
3422,They Made Me a Criminal (1939),Crime|Drama,7
712,"Inspector General, The (1949)",Musical,34
2877,Angel and the Badman (1947),Western,29
1639,"39 Steps, The (1935)",Thriller,177
3580,"Walk in the Sun, A (1945)",Drama,6
3429,"Outlaw, The (1943)",Western,14
294,Night of the Living Dead (1968),Horror|Sci-Fi,501
719,"African Queen, The (1951)",Action|Adventure|Romance|War,768
2710,Beat the Devil (1954),Comedy|Drama,26
736,Cat on a Hot Tin Roof (1958),Drama,190
3434,"Last Time I Saw Paris, The (1954)",Drama,3
2147,Meet John Doe (1941),Drama,59
2092,Algiers (1938),Drama|Romance,13
3642,Something to Sing About (1937),Comedy|Musical,2
1702,"Farewell to Arms, A (1932)",Romance|War,37
3504,Moonlight Murder (1936),Mystery,2
2035,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,72
3352,In the Line of Duty 2 (1987),Action,3
3617,Dangerous Ground (1997),Drama,2
102,Picnic (1955),Drama,54
2672,"Pompatus of Love, The (1996)",Comedy|Drama,23
3444,Small Wonders (1996),Documentary,3
823,Fly Away Home (1996),Adventure|Children's,158
2593,Bliss (1997),Drama|Romance,29
2759,Grace of My Heart (1996),Comedy|Drama,50
3577,Schlafes Bruder (Brother of Sleep) (1995),Drama,1
2168,Maximum Risk (1996),Action|Adventure|Thriller,41
1838,Michael Collins (1996),Drama|War,116
3208,"Rich Man's Wife, The (1996)",Thriller,15
2260,Infinity (1996),Drama,7
355,Big Night (1996),Drama,322
1839,Last Man Standing (1996),Action|Drama|Western,184
3069,Caught (1996),Drama|Thriller,22
2331,Set It Off (1996),Action|Crime,65
835,2 Days in the Valley (1996),Crime,209
3166,Curdled (1996),Crime,16
3010,Ed's Next Move (1996),Comedy,4
1349,Extreme Measures (1996),Drama|Thriller,79
2173,"Glimmer Man, The (1996)",Action|Thriller,86
1056,D3: The Mighty Ducks (1996),Children's|Comedy,105
3072,"Chamber, The (1996)",Drama,60
413,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,168
2553,"Davy Crockett, King of the Wild Frontier (1955)",Western,67
636,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,209
1852,"Love Bug, The (1969)",Children's|Comedy,168
1853,Herbie Rides Again (1974),Adventure|Children's|Comedy,94
650,Old Yeller (1957),Children's|Drama,207
1062,"Parent Trap, The (1961)",Children's|Drama,179
1767,Pollyanna (1960),Children's|Comedy|Drama,86
653,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,163
654,"Shaggy Dog, The (1959)",Children's|Comedy,111
1553,Swiss Family Robinson (1960),Adventure|Children's,204
1769,That Darn Cat! (1965),Children's|Comedy|Mystery,89
655,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,400
667,Cool Runnings (1993),Comedy,283
1367,Angels in the Outfield (1994),Children's|Comedy,173
37,Cinderella (1950),Animation|Children's|Musical,398
670,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,152
2223,"Three Caballeros, The (1945)",Animation|Children's|Musical,81
671,"Sword in the Stone, The (1963)",Animation|Children's,193
3244,So Dear to My Heart (1949),Children's|Drama,6
511,Robin Hood: Prince of Thieves (1991),Drama,239
45,Mary Poppins (1964),Children's|Comedy|Musical,720
46,Dumbo (1941),Animation|Children's|Musical,384
388,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,215
680,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,220
682,Alice in Wonderland (1951),Animation|Children's|Musical,380
1076,"Fox and the Hound, The (1981)",Animation|Children's,203
1206,Freeway (1996),Crime,122
14,"Sound of Music, The (1965)",Musical,643
210,Die Hard (1988),Action|Thriller,1188
1209,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,405
3385,Unhook the Stars (1996),Drama,9
3052,Synthetic Pleasures (1995),Documentary,2
3271,"Secret Agent, The (1996)",Drama,2
1488,Secrets & Lies (1996),Drama,338
686,That Thing You Do! (1996),Comedy,376
395,To Gillian on Her 37th Birthday (1996),Drama|Romance,72
2737,Surviving Picasso (1996),Drama,23
257,Beautiful Thing (1996),Drama|Romance,58
1213,"Long Kiss Goodnight, The (1996)",Action|Thriller,303
191,"Ghost and the Darkness, The (1996)",Action|Adventure,318
2117,Looking for Richard (1996),Documentary|Drama,102
1981,Trees Lounge (1996),Drama,80
2464,Normal Life (1996),Crime|Drama,26
1877,Get on the Bus (1996),Drama,61
2579,Shadow Conspiracy (1997),Thriller,13
3190,Jude (1996),Drama,36
1311,Everyone Says I Love You (1996),Comedy|Musical|Romance,182
2818,Bitter Sugar (Azucar Amargo) (1996),Drama,6
464,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,342
527,Swingers (1996),Comedy|Drama,552
1577,Sleepers (1996),Crime|Drama,259
2777,"Sunchaser, The (1996)",Drama,2
2442,Johns (1996),Drama,16
1086,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,149
2049,Shall We Dance? (1937),Comedy|Musical|Romance,124
3078,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,17
2728,Crossfire (1947),Crime|Film-Noir,25
995,"Murder, My Sweet (1944)",Film-Noir|Thriller,76
3668,Macao (1952),Adventure,2
3368,For the Moment (1994),Romance|War,3
741,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,883
2897,"Innocents, The (1961)",Thriller,15
1001,Sleeper (1973),Comedy|Sci-Fi,495
1641,Bananas (1971),Comedy|War,271
183,"Fish Called Wanda, A (1988)",Comedy,924
756,Monty Python's Life of Brian (1979),Comedy,652
1644,Victor/Victoria (1982),Comedy|Musical,295
2126,"Candidate, The (1972)",Drama,113
1795,"Great Race, The (1965)",Comedy|Musical,108
111,Bonnie and Clyde (1967),Crime|Drama,471
1478,"Old Man and the Sea, The (1958)",Adventure|Drama,94
1582,Dial M for Murder (1954),Mystery|Thriller,266
3201,Madame Butterfly (1995),Musical,14
419,Dirty Dancing (1987),Musical|Romance,481
336,Reservoir Dogs (1992),Crime|Thriller,862
147,Platoon (1986),Drama|War,775
772,Weekend at Bernie's (1989),Comedy,267
925,Basic Instinct (1992),Mystery|Thriller,518
363,"Doors, The (1991)",Drama|Musical,465
1106,"Crying Game, The (1992)",Drama|Romance|War,857
366,Glengarry Glen Ross (1992),Drama,389
152,Sophie's Choice (1982),Drama,238
26,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,1595
3382,"Search for One-eye Jimmy, The (1996)",Comedy,3
2130,"Christmas Carol, A (1938)",Drama,145
1381,Days of Thunder (1990),Action|Romance,295
386,Top Gun (1986),Action|Romance,709
1809,American Strays (1996),Action,3
61,Rebel Without a Cause (1955),Drama,293
681,"Streetcar Named Desire, A (1951)",Drama,330
2817,Children of the Corn IV: The Gathering (1996),Horror,31
3565,Loser (1991),Comedy,2
2512,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,66
2252,Palookaville (1996),Action|Drama,26
3146,"Associate, The (1996)",Comedy,36
2910,"Funeral, The (1996)",Drama,21
3512,Sleepover (1995),Comedy|Drama,1
3406,"Single Girl, A (La Fille Seule) (1995)",Drama,12
3266,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,8
3513,Tashunga (1995),Adventure|Western,0
2653,Drunks (1997),Drama,22
460,"People vs. Larry Flynt, The (1996)",Drama,331
3455,Glory Daze (1996),Drama,9
2578,"Perfect Candidate, A (1996)",Documentary,21
142,On Golden Pond (1981),Drama,285
698,"Return of the Pink Panther, The (1974)",Comedy,266
1083,Drop Dead Fred (1991),Comedy|Fantasy,227
277,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1217
2386,"Fog, The (1980)",Horror,119
702,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,630
1576,"Howling, The (1980)",Horror,159
2216,Jean de Florette (1986),Drama,159
2727,Manon of the Spring (Manon des sources) (1986),Drama,153
3147,Talking About Sex (1994),Comedy|Drama,0
2956,Johnny 100 Pesos (1993),Action|Drama,2
727,Private Benjamin (1980),Comedy,296
206,Monty Python and the Holy Grail (1974),Comedy,1096
3440,Dadetown (1995),Documentary,6
3635,Everything Relative (1996),Drama,1
3516,Get Over It (1996),Drama,1
3348,"Line King: Al Hirschfeld, The (1996)",Documentary,13
3517,Snowriders (1996),Documentary,2
1673,When We Were Kings (1996),Documentary,205
535,"Wrong Trousers, The (1993)",Animation|Comedy,632
3106,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,2
2911,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,109
3302,Faust (1994),Animation|Comedy|Thriller,24
1581,He Walked by Night (1948),Crime|Film-Noir|Thriller,18
3080,Raw Deal (1948),Film-Noir,10
3359,T-Men (1947),Film-Noir,8
3360,Six of a Kind (1934),Comedy,3
2128,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,64
1647,"Ruling Class, The (1972)",Comedy,62
3054,Mina Tannenbaum (1994),Drama,13
3021,Two or Three Things I Know About Her (1966),Drama,4
3009,"Bloody Child, The (1996)",Drama|Thriller,1
2338,Dear God (1996),Comedy,66
3235,Bad Moon (1996),Horror,13
2689,American Dream (1990),Documentary,30
3248,Best of the Best 3: No Turning Back (1995),Action,10
379,Bob Roberts (1992),Comedy,292
1651,Cinema Paradiso (1988),Comedy|Drama|Romance,419
2000,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,143
3375,Grosse Fatigue (1994),Comedy,4
220,Delicatessen (1991),Comedy|Sci-Fi,255
1483,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,86
1891,Enchanted April (1991),Drama,110
2231,Paths of Glory (1957),Drama|War,163
945,"Grifters, The (1990)",Crime|Drama|Film-Noir,608
1444,Hear My Song (1991),Comedy,31
3456,"Shooter, The (1995)",Action,5
1528,"English Patient, The (1996)",Drama|Romance|War,683
1895,Mediterraneo (1991),Comedy|War,56
950,My Left Foot (1989),Drama,332
1023,"Sex, Lies, and Videotape (1989)",Drama,398
2161,Passion Fish (1992),Drama,109
88,Strictly Ballroom (1992),Comedy|Romance,470
1235,"Thin Blue Line, The (1988)",Documentary,179
1897,Tie Me Up! Tie Me Down! (1990),Drama,92
261,Madonna: Truth or Dare (1991),Documentary,150
262,Paris Is Burning (1990),Documentary,67
0,One Flew Over the Cuckoo's Nest (1975),Drama,1224
2535,Up in Smoke (1978),Comedy,148
124,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2109
5,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,1648
127,Raiders of the Lost Ark (1981),Action|Adventure,1785
1241,Brazil (1985),Sci-Fi,636
714,Aliens (1986),Action|Sci-Fi|Thriller|War,1292
